RA,IAA,IEG,IPS,math,portuguese,lag,year
RA-1001,"7,5","9,3","7,5","6,5","9,0",-1,2024
RA-1445,"9,5","9,5","7,5","6,5","8,0",-1,2024
RA-1446,"8,0","6,7","6,3","0,0","0,0",0,2024
RA-768,"9,0","8,0","6,3","6,0","5,0",-1,2024
RA-1447,"9,5","9,7","7,5","6,5","4,0",-1,2024
RA-980,"9,0","9,1","7,5","6,5","6,0",0,2024
RA-982,"10,0","8,4","7,5","6,5","10,0",0,2024
RA-1448,"9,0","9,5","7,5","6,0","6,0",-2,2024
RA-1070,"9,0","9,3","5,6","4,5","0,0",-1,2024
RA-985,"8,5","10,0","6,3","8,0","7,0",0,2024
RA-986,"10,0","9,3","6,3","7,5","9,5",0,2024
RA-810,"7,5","9,5","5,6","8,0","10,0",-1,2024
RA-987,"9,0","9,1","7,5","8,0","7,0",0,2024
RA-988,"9,5","10,0","7,5","6,5","9,0",-1,2024
RA-805,"8,5","9,5","4,4","7,0","5,0",-1,2024
RA-806,"8,5","6,9","7,5","6,5","7,0",-1,2024
RA-807,"9,0","7,9","7,5","6,0","8,0",0,2024
RA-808,"9,0","10,0","7,5","7,5","10,0",0,2024
RA-963,"7,5","9,8","7,5","5,0","10,0",0,2024
RA-989,"9,5","7,9","6,3","6,0","6,0",0,2024
RA-964,"9,5","8,3","7,5","7,5","7,0",-1,2024
RA-1449,"7,4","8,3","7,5","6,5","7,0",-1,2024
RA-801,"9,0","5,8","7,5","7,0","9,0",-1,2024
RA-1450,"9,5","8,6","7,5","0,0","7,0",0,2024
RA-984,"9,5","9,8","7,5","7,5","6,5",0,2024
RA-1451,"10,0","8,8","7,5","6,0","6,0",-1,2024
RA-967,"9,5","3,6","7,5","3,5","6,0",-1,2024
RA-968,"9,0","8,8","7,5","8,5","7,0",-1,2024
RA-521,"8,0","9,0","5,0","7,0","5,5",0,2024
RA-821,"8,5","5,9","7,5","4,5","4,0",0,2024
RA-1075,"7,5","8,5","3,8","5,0","7,0",-1,2024
RA-1048,"8,5","6,8","6,3","6,5","6,0",1,2024
RA-1082,"7,5","7,6","10,0","2,0","5,5",-1,2024
RA-680,"0,0","6,6","5,6","2,5","3,5",-1,2024
RA-698,"9,0","8,3","6,9","3,0","6,0",0,2024
RA-1452,"9,0","10,0","7,5","7,0","8,5",0,2024
RA-1453,"8,5","7,8","6,3","4,5","8,5",-1,2024
RA-1454,"8,0","5,9","7,5","7,5","8,0",0,2024
RA-1455,"8,0","7,8","7,5",,"3,5",-1,2024
RA-529,"7,0","6,6","4,4","2,5","6,0",-1,2024
RA-1456,"9,5","9,5","7,5","5,5","10,0",0,2024
RA-1015,"7,9","7,8","7,5","2,0","6,0",0,2024
RA-483,"8,5","5,6","6,3","2,0","8,5",-1,2024
RA-497,"7,5","6,1","5,6","0,0","2,0",-1,2024
RA-1457,"3,5","8,0","7,5","2,5","3,0",-1,2024
RA-688,"9,5","10,0","8,1","6,0","9,0",0,2024
RA-696,"7,4","7,8","7,5","5,0","5,5",0,2024
RA-1458,"8,8","7,3","7,5","0,5","6,0",-1,2024
RA-1034,"7,5","8,1","7,5","7,5","7,5",0,2024
RA-491,"7,5","9,0","7,5","1,5","9,0",-1,2024
RA-1027,"9,5","10,0","7,5","6,0","4,5",0,2024
RA-1023,"9,5","9,5","9,4","9,0","10,0",0,2024
RA-686,"8,0","8,8","6,9","5,0","9,5",0,2024
RA-480,"6,3","8,1","7,5","2,5","7,5",0,2024
RA-1459,"8,0","8,3","7,5","2,0","5,5",-1,2024
RA-1460,"9,5","7,5","7,5","2,5","4,0",0,2024
RA-1017,"9,5","7,8","6,3","2,5","7,5",0,2024
RA-499,"8,5","9,0","7,5","2,0","7,5",0,2024
RA-514,"9,0","7,6","4,4","3,0","3,0",0,2024
RA-1461,"10,0","9,3","7,5","0,5","5,0",-1,2024
RA-1462,"8,5","10,0","7,5","6,0","7,0",-1,2024
RA-1463,"8,5","9,7","7,5","10,0","10,0",0,2024
RA-1464,"8,0","7,8","7,5","4,0","8,5",-1,2024
RA-687,"7,5","9,2","7,5","6,5","8,0",0,2024
RA-1030,"7,4","8,3","4,4","10,0","6,0",0,2024
RA-1465,"7,4","8,8","7,5","5,0","6,5",-1,2024
RA-522,"8,0","9,5","7,5","9,5","8,5",0,2024
RA-501,"7,0","8,0","7,5","8,5","9,0",0,2024
RA-1466,"10,0","7,4","7,5","7,0","8,0",0,2024
RA-502,"9,0","9,8","3,8","6,0","10,0",0,2024
RA-1467,"9,0","9,0","7,5","9,0","9,5",0,2024
RA-1468,"8,5","9,0","7,5","4,5","9,5",0,2024
RA-527,"9,0","10,0","7,5","6,5","5,5",0,2024
RA-1469,"8,5","9,4","7,5","6,0","3,5",-1,2024
RA-1470,"8,0","6,4","6,3","5,0","5,0",-1,2024
RA-1471,"10,0","7,2","7,5","8,0","7,0",-1,2024
RA-710,"9,2","8,2","5,6","8,0","5,5",-1,2024
RA-1472,"8,5","10,0","7,5","9,0","8,5",0,2024
RA-837,"7,5","9,8","6,9","6,0","7,5",0,2024
RA-549,"10,0","7,2","6,3","5,0","6,5",-1,2024
RA-571,"7,0","8,7","4,4","5,0","5,5",-1,2024
RA-731,"9,5","4,2","4,4","0,0","5,0",-1,2024
RA-706,"0,0","7,1","6,3","3,0","3,5",0,2024
RA-707,"7,9","7,7","4,4","7,0","6,0",-1,2024
RA-1044,"7,5","9,5","7,5","7,0","7,0",0,2024
RA-1054,"9,5","7,3","7,5","6,0","6,5",-1,2024
RA-721,"9,0","9,5","8,1","9,0","7,5",0,2024
RA-1473,"9,5","8,4","5,6","6,0","4,5",-1,2024
RA-735,"8,0","9,8","6,3","8,0","8,0",-1,2024
RA-712,"7,5","6,0","5,6","7,0","6,5",-1,2024
RA-1103,"8,5","7,8","7,5","6,0","8,5",0,2024
RA-570,"8,0","8,0","5,6","6,0","7,5",-1,2024
RA-713,"8,0","7,5","7,5","6,0","7,5",0,2024
RA-714,"0,0","6,9","6,3","8,0","0,0",-1,2024
RA-737,"8,5","8,7","6,9","9,0","9,5",0,2024
RA-1474,"8,0","8,0","5,6","7,0","8,0",0,2024
RA-1036,"10,0","9,1","7,5","7,0","7,0",0,2024
RA-576,"8,5","10,0","7,5","9,0","9,5",0,2024
RA-577,"8,5","5,8","5,6","7,0","9,0",-1,2024
RA-580,"9,0","8,9","7,5","10,0","8,5",-1,2024
RA-581,"7,4","8,2","5,6","8,0","9,5",-1,2024
RA-841,"10,0","6,3","7,5","4,0","2,5",-1,2024
RA-730,"8,0","7,2","6,9","10,0","9,0",0,2024
RA-855,"9,0","10,0","7,5","9,0","8,0",0,2024
RA-820,"10,0","6,6","7,5","6,0","6,5",0,2024
RA-715,"9,0","5,3","3,8","2,0","3,5",0,2024
RA-1038,"8,0","7,5","7,5","10,0","7,0",0,2024
RA-1475,"9,0","8,1","7,5","7,0","3,0",0,2024
RA-1039,"8,0","9,7","7,5","8,0","6,5",-1,2024
RA-745,"9,0","10,0","6,3","8,0","9,0",0,2024
RA-718,"10,0","9,5","5,6","9,0","10,0",1,2024
RA-1040,"9,5","8,5","7,5","8,0","8,5",-1,2024
RA-746,"8,5","7,4","7,5","8,0","8,0",0,2024
RA-1069,"9,0","7,1","7,5","7,0","5,5",0,2024
RA-1476,"9,5","10,0","5,6","8,0","9,0",0,2024
RA-827,"10,0","9,8","5,0","6,0","8,5",0,2024
RA-1477,"8,0","8,0","7,5","5,0","5,0",0,2024
RA-762,"10,0","6,4","6,3","4,0","3,5",-2,2024
RA-778,"10,0","8,1","7,5","5,0","9,0",0,2024
RA-591,"7,4","7,9","6,3","6,0","9,0",-1,2024
RA-1478,"8,0","6,7","6,3","4,0","4,5",0,2024
RA-829,"9,5","9,8","9,4","6,0","10,0",1,2024
RA-1479,"8,5","6,2","7,5","4,0","4,5",0,2024
RA-1480,"8,5","8,9","7,5",,"5,5",-1,2024
RA-438,"9,2","8,7","7,5","7,0","9,5",-1,2024
RA-607,"8,5","7,5","7,5","7,0","7,0",0,2024
RA-1481,"8,5","8,8","7,5","4,0","5,5",-1,2024
RA-1482,"8,5","5,0","7,5","0,0","0,0",-1,2024
RA-1483,"9,5","7,9","7,5","6,0","7,0",0,2024
RA-1484,"9,0","10,0","6,3","5,0","9,0",-1,2024
RA-1485,"9,0","7,7","5,6","5,0","5,0",-1,2024
RA-1486,"8,0","5,4","6,3","6,0","5,5",0,2024
RA-597,"9,0","9,3","7,5","5,0","7,0",0,2024
RA-624,"8,0","8,2","7,5","8,0","0,0",0,2024
RA-1487,"10,0","9,6","6,3","7,0","9,5",-1,2024
RA-1488,"8,0","7,1","7,5","7,0","0,0",0,2024
RA-1489,"9,0","5,8","6,3","5,0","5,0",-1,2024
RA-600,"8,0","8,0","7,5","8,0","7,0",0,2024
RA-663,"8,5","7,1","5,6","6,0","7,0",-1,2024
RA-1490,"8,5","9,6","6,3","8,0","7,5",-1,2024
RA-1491,"9,0","6,3","7,5","6,0","7,0",0,2024
RA-1066,"9,5","8,4","6,3","7,0","7,5",0,2024
RA-630,"0,0","8,5","7,5","6,0","5,5",0,2024
RA-1492,"8,0","8,8","7,5","6,0","10,0",1,2024
RA-834,"8,0","9,1","6,3","9,0","8,5",0,2024
RA-784,"8,0","9,8","5,6","8,0","9,5",0,2024
RA-1059,"8,0","10,0","6,3","7,5","7,5",0,2024
RA-612,"8,0","9,5","6,3","9,5","10,0",0,2024
RA-1060,"9,6","6,0","6,3","3,5","3,0",0,2024
RA-761,"8,5","8,9","6,3","8,0","6,5",0,2024
RA-1493,"8,5","7,8","7,5","3,5","4,5",-1,2024
RA-665,"8,3","5,1","5,6","3,0","6,5",-1,2024
RA-1115,"8,0","4,3","7,5","6,5","6,0",0,2024
RA-1061,"8,5","10,0","6,3","7,0","10,0",0,2024
RA-1494,"0,0","6,8","7,5","8,5","0,0",0,2024
RA-1495,"9,0","8,3","7,5","8,5","8,0",0,2024
RA-606,"8,5","7,6","6,9","3,5","3,0",0,2024
RA-594,"6,9","5,8","6,3","6,5","7,5",0,2024
RA-1496,"9,0","5,7","7,5","2,5","6,0",0,2024
RA-1497,"0,0","5,0","7,5","4,0","0,0",0,2024
RA-1498,"8,5","7,8","7,5","5,0","9,0",-1,2024
RA-1499,"8,4","9,3","6,9","6,0","7,0",0,2024
RA-788,"8,4","9,5","6,3","4,0","7,5",0,2024
RA-1500,"9,5","8,3","6,9","2,0","5,0",0,2024
RA-777,"8,0","8,8","7,5","3,5","5,5",0,2024
RA-1063,"5,3","9,8","7,5","9,0","6,5",-1,2024
RA-664,"9,0","6,8","7,5","3,0","8,5",0,2024
RA-1501,"9,5","10,0","7,5","4,5","5,5",0,2024
RA-764,"8,0","7,9","7,5","3,0","9,0",0,2024
RA-1064,"9,5","9,7","7,5","8,0","9,0",0,2024
RA-1065,"9,5","8,8","6,3","9,0","9,5",0,2024
RA-1502,"8,0","7,6","7,5","3,5","7,0",-1,2024
RA-781,"8,0","9,8","7,5","5,0","9,5",0,2024
RA-608,"9,0","3,1","6,9","5,0","3,5",0,2024
RA-796,"8,5","8,2","7,5","3,0","7,5",-1,2024
RA-797,"9,2","4,8","7,5","8,0","6,5",-1,2024
RA-636,"8,0","4,9","7,5","4,0","6,5",0,2024
RA-1140,"6,8","6,1","7,5","4,5","9,5",0,2024
RA-1503,"7,5","10,0","7,5","3,0","2,5",-1,2024
RA-814,"7,4","9,1","7,5","8,0","7,0",0,2024
RA-637,"7,5","6,2","7,5","6,5","9,0",0,2024
RA-652,"8,0","6,9","7,5","4,5","6,5",0,2024
RA-816,"7,0","9,8","7,5","8,5","10,0",0,2024
RA-1504,"7,5","4,6","5,6","5,0","8,5",-1,2024
RA-638,"8,5","5,7","7,5","4,0","6,0",0,2024
RA-1505,"9,5","7,5","7,5","3,0","4,5",-1,2024
RA-643,"9,0","6,9","7,5","3,0","6,0",-1,2024
RA-645,"7,4","8,4","7,5","3,0","7,5",0,2024
RA-1068,"9,5","9,1","7,5","9,0","10,0",0,2024
RA-798,"6,8","3,5","7,5","4,0","5,5",-1,2024
RA-799,"7,9","9,1","7,5","5,0","5,5",0,2024
RA-1506,"8,0","8,4","7,5","0,0","7,0",0,2024
RA-802,"7,5","7,0","7,5","9,0","8,5",0,2024
RA-1507,"6,9","4,4","7,5","5,0","5,0",-1,2024
RA-1071,"8,0","4,2","7,5","4,0","5,0",-1,2024
RA-1508,"7,5","7,2","7,5","10,0","8,5",0,2024
RA-1509,"8,5","6,5","7,5","7,0","8,0",0,2024
RA-1510,"10,0","9,8","7,5","10,0","10,0",0,2024
RA-785,"9,5","10,0","7,5","8,0","10,0",0,2024
RA-1511,"10,0","9,3","7,5","8,0","9,5",0,2024
RA-752,"9,5","7,5","7,5","7,0","4,5",-1,2024
RA-790,"7,5","6,8","7,5","4,0","9,5",-1,2024
RA-590,"8,0","8,5","6,3","8,0","0,0",-1,2024
RA-1512,"9,5","10,0","7,5","7,0","4,0",0,2024
RA-472,"7,5","7,5","7,5","4,0","8,5",-1,2024
RA-628,"9,0","10,0","7,5","8,0","10,0",-1,2024
RA-1513,"8,5","7,5","7,5","4,0","3,5",-1,2024
RA-1514,"9,0","8,0","7,5","5,0","6,0",0,2024
RA-629,"10,0","9,5","7,5","6,0","6,0",0,2024
RA-832,"9,0","8,7","7,5","7,0","9,0",0,2024
RA-1515,"6,4","6,7","6,3","6,0","1,0",-1,2024
RA-833,"9,0","9,3","7,5","9,0","7,0",0,2024
RA-819,"10,0","7,8","7,5","8,0","10,0",1,2024
RA-1073,"9,2","6,4","7,5","6,5","5,0",0,2024
RA-494,"7,5","7,3","8,8","6,0","5,5",0,2024
RA-484,"8,3","3,9","2,5","0,0","0,0",0,2024
RA-496,"10,0","5,3","6,3","5,0","4,5",0,2024
RA-1516,"9,6","5,4","9,4","0,0","5,0",3,2024
RA-1143,"9,6","5,2","9,4","3,0","6,5",-3,2024
RA-1517,"9,2","4,3","9,4","5,0","4,5",-1,2024
RA-1518,"7,1","5,7","9,4","0,0","3,5",-1,2024
RA-227,"9,6","8,1","9,4","4,0","6,0",0,2024
RA-487,"9,2","9,4","9,4","10,0","9,0",0,2024
RA-1076,"8,3","7,8","8,1","5,5","6,5",0,2024
RA-1084,"8,8","7,7","5,6","1,0","6,0",0,2024
RA-1519,"9,6","5,6","8,8","0,0","6,5",3,2024
RA-490,"9,2","5,5","8,8","5,5","6,0",1,2024
RA-346,"10,0","9,1","2,5","6,0","4,5",0,2024
RA-546,"5,8","3,8","8,1","0,0","4,0",0,2024
RA-1087,"7,9","8,4","8,8","2,0","5,0",0,2024
RA-493,"10,0","8,9","10,0","3,0","4,0",1,2024
RA-1520,"8,3","9,1","8,8","4,0","3,5",-1,2024
RA-1072,"8,8","5,6","8,8","8,0","7,0",0,2024
RA-1521,"7,5","6,2","2,5","2,0","5,5",-1,2024
RA-536,"8,3","9,1","8,1","6,5","4,5",1,2024
RA-1079,"7,5","4,5","2,5","5,0","7,5",0,2024
RA-331,"8,8","7,7","8,8","4,0","3,5",-1,2024
RA-1522,"8,8","10,0","9,4","10,0","4,0",0,2024
RA-1096,"9,2","9,9","8,8","8,5","7,0",1,2024
RA-513,"10,0","8,8","8,1","9,0","5,5",1,2024
RA-531,"9,2","9,8","4,4","6,5","4,5",0,2024
RA-1523,"6,7","9,3","8,8","8,0","6,5",1,2024
RA-1524,"7,9","2,8","7,5","4,0",,-1,2024
RA-1147,"8,8","6,1","8,8","2,0","5,0",-1,2024
RA-479,"9,2","9,9","2,5","10,0","9,0",1,2024
RA-517,"7,5","5,3","2,5","4,5","4,0",0,2024
RA-325,"9,2","9,9","7,5","7,0","5,5",0,2024
RA-1525,"7,9","8,3","5,6","6,5","5,5",0,2024
RA-518,"8,3","6,8","2,5","7,5","3,5",0,2024
RA-1146,"10,0","5,0","6,9","2,0","0,0",-2,2024
RA-530,"8,8","6,5","9,4","4,0","6,0",0,2024
RA-524,"7,1","5,1","2,5","8,5","7,5",0,2024
RA-578,"10,0","10,0","2,5","10,0","9,5",1,2024
RA-526,"9,6","9,4","8,1","8,5","3,5",-1,2024
RA-528,"9,2","5,8","7,5","8,5","4,5",0,2024
RA-516,"10,0","10,0","2,5","8,0","8,5",1,2024
RA-534,"9,6","6,0","7,5","4,0","4,0",0,2024
RA-1097,"10,0","4,8","6,3","4,5","4,5",-1,2024
RA-360,"8,3","5,6","5,0","4,0","6,0",-1,2024
RA-1526,"9,2","10,0","8,8","2,0","5,5",0,2024
RA-1077,"0,0","7,7","6,9","0,0","6,0",0,2024
RA-508,"7,1","5,6","7,5","0,0","7,0",1,2024
RA-363,"9,6","9,5","5,6","4,0","3,5",0,2024
RA-340,"7,9","6,6","7,5","6,0","7,0",0,2024
RA-1527,"9,2","10,0","7,5","9,0","7,0",0,2024
RA-509,"9,2","6,4","2,5","6,0","4,5",0,2024
RA-500,"9,6","10,0","2,5","6,0","6,0",0,2024
RA-1528,"9,2","7,8","7,5","3,0","6,0",0,2024
RA-1089,"9,2","7,0","8,1","6,0","6,0",0,2024
RA-1090,"9,6","7,6","7,5","3,5","7,5",0,2024
RA-503,"9,6","9,8","7,5","6,0","8,0",1,2024
RA-1093,"7,5","7,7","8,1","8,5","8,0",0,2024
RA-1094,"9,2","9,5","2,5","6,0","7,5",0,2024
RA-1095,"7,5","7,8","7,5","3,0","2,0",0,2024
RA-1098,"8,8","5,8","7,5","1,0","3,5",0,2024
RA-1106,"8,3","5,4","7,5","0,0","0,0",0,2024
RA-568,"7,9","3,3","8,1","5,0","5,5",-2,2024
RA-558,"9,2","3,8","8,1","2,5","4,0",-2,2024
RA-559,"10,0","5,7","8,1","1,0","2,5",0,2024
RA-1529,"6,7","7,4","7,5","6,0","5,5",-1,2024
RA-1111,"6,2","4,6","7,5","5,0","4,0",1,2024
RA-1108,"9,2","3,8","8,1","3,5","3,5",0,2024
RA-542,"8,8","6,5","8,1","1,5","5,0",0,2024
RA-543,"8,8","9,6","2,5","7,0","6,5",1,2024
RA-1530,"0,0","2,5","8,1","1,5","7,0",0,2024
RA-555,"10,0","2,8","6,9","5,0","4,0",-1,2024
RA-1531,"8,8","8,0","7,5","4,5","8,0",-1,2024
RA-1099,"8,3","8,1","10,0","2,5","3,5",0,2024
RA-1154,"7,9","9,2","7,5","7,0","7,0",-1,2024
RA-1100,"7,5","7,1","7,5","4,0","4,0",1,2024
RA-381,"8,3","6,1","7,5","2,5","4,5",-2,2024
RA-364,"8,8","9,5","7,5","8,0","5,0",0,2024
RA-539,"10,0","9,2","7,5","5,0","3,5",0,2024
RA-573,"9,2","9,5","8,8","6,0","3,5",0,2024
RA-1107,"8,8","6,2","2,5","1,0","3,5",0,2024
RA-368,"7,9","6,2","7,5","4,5","7,0",-1,2024
RA-387,"7,5","7,2","7,5","5,0","4,0",-1,2024
RA-556,"7,1","6,2","2,5","1,5","4,5",0,2024
RA-389,"9,6","6,7","8,8","6,5","4,0",0,2024
RA-390,"7,5","6,1","8,8","3,0","2,5",0,2024
RA-376,"10,0","8,3","2,5","2,0","5,0",-1,2024
RA-584,"8,8","5,6","8,8","2,0","5,0",0,2024
RA-535,"9,2","7,2","8,1","7,0","5,5",0,2024
RA-547,"8,8","7,0","8,1","9,0","4,5",0,2024
RA-557,"10,0","8,8","7,5","10,0","9,0",0,2024
RA-548,"9,2","7,6","7,5","9,0","5,0",0,2024
RA-1102,"8,8","9,4","8,1","10,0","8,0",1,2024
RA-1532,"0,0","3,9","7,5","0,0","6,0",-1,2024
RA-538,"8,8","7,7","7,5","10,0","4,5",-1,2024
RA-365,"9,6","10,0","7,5","8,0","7,0",1,2024
RA-563,"9,2","9,5","8,1","10,0","9,0",0,2024
RA-1157,"9,6","9,1","7,5","8,0","6,0",-1,2024
RA-258,"7,1","6,9","7,5",,"5,0",0,2024
RA-369,"8,8","4,9","7,5","0,0","0,0",0,2024
RA-375,"9,6","9,4","7,5","9,0","5,5",0,2024
RA-1533,"9,2","9,7","8,1","10,0","8,5",0,2024
RA-1534,"7,9","9,7","8,1","2,0","1,5",0,2024
RA-1160,"8,8","8,2","7,5","5,5","2,0",-1,2024
RA-562,"8,3","9,8","8,1","7,5","7,5",0,2024
RA-1112,"9,6","9,0","8,1","4,0","4,0",0,2024
RA-1535,"8,8","5,1","7,5","7,5","5,5",0,2024
RA-1536,"9,2","8,7","8,1","10,0","3,5",-1,2024
RA-357,"8,8","9,0","8,1","8,5","7,0",-1,2024
RA-583,"7,9","8,9","8,1","6,5","4,5",0,2024
RA-1537,"9,2","8,3","8,1","10,0","6,0",-1,2024
RA-599,"10,0","8,6","9,4","8,0","7,0",1,2024
RA-651,"9,2","10,0","7,5","10,0","6,0",1,2024
RA-1131,"8,3","9,3","6,3","8,0","7,0",0,2024
RA-403,"8,8","7,4","7,5","6,0","8,0",0,2024
RA-1538,"9,2","7,9","8,1","7,5","6,0",1,2024
RA-469,"9,2","9,5","7,5","6,0","4,0",0,2024
RA-1121,"9,6","10,0","7,5","9,0","5,0",0,2024
RA-1122,"8,8","9,9","7,5","5,0","4,5",1,2024
RA-422,"7,5","6,2","7,5","3,0","4,5",-1,2024
RA-1117,"8,8","8,3","7,5","5,0","5,0",1,2024
RA-1539,"6,7","9,0","6,9","6,0","7,0",0,2024
RA-618,"10,0","8,3","6,9","5,0","4,5",-2,2024
RA-669,"7,5","4,9","7,5","5,0","6,0",0,2024
RA-408,"7,5","5,0","7,5","3,0","5,5",0,2024
RA-610,"9,6","9,7","3,8","8,0","5,0",1,2024
RA-409,"9,6","9,2","7,5","7,0","7,5",0,2024
RA-464,"9,2","7,9","8,8","3,0","3,5",-1,2024
RA-1165,"8,8","6,8","8,1","9,0","7,5",0,2024
RA-466,"8,8","7,2","8,8","3,0","6,5",-1,2024
RA-414,"7,9","8,4","7,5","9,0","3,0",0,2024
RA-401,"6,7","6,8","6,9","7,0","5,0",0,2024
RA-1141,"9,6","6,2","7,5","5,0","4,5",0,2024
RA-592,"7,9","6,1","2,5","7,0","8,0",1,2024
RA-474,"9,2","5,8","7,5","4,0","3,0",-1,2024
RA-602,"9,6","9,7","7,5","9,0","5,0",0,2024
RA-666,"10,0","7,9","7,5","10,0","5,5",0,2024
RA-604,"8,3","7,5","8,1","8,0","5,5",1,2024
RA-476,"7,9","6,6","7,5","7,0","4,0",0,2024
RA-423,"5,8","6,5","8,1","6,0","3,5",0,2024
RA-631,"8,3","7,2","8,8","7,0","3,5",0,2024
RA-658,"8,8","10,0","8,1","5,5","2,5",1,2024
RA-1540,"8,3","5,0","7,5","2,0","2,0",-1,2024
RA-1541,"9,2","8,6","6,9","9,0","7,0",0,2024
RA-1114,"8,8","9,5","2,5","5,0","3,0",0,2024
RA-662,"7,9","7,6","7,5","4,5","5,0",0,2024
RA-760,"9,2","7,1","7,5","2,5","3,5",0,2024
RA-1542,"7,5","6,3","8,1","1,0","3,5",-2,2024
RA-404,"8,3","6,3","2,5","6,0","5,0",0,2024
RA-1119,"9,6","8,7","7,5","6,0","3,5",-1,2024
RA-1116,"0,0","3,4","6,3","1,0","3,0",-1,2024
RA-667,"9,2","7,0","7,5","5,5","4,5",0,2024
RA-605,"7,5","6,2","6,9","1,5","3,5",0,2024
RA-1543,"7,5","8,1","7,5","6,0","4,0",-1,2024
RA-1118,"7,1","7,8","9,4","3,0","4,5",0,2024
RA-1544,"8,3","8,7","6,9","5,5","5,5",-1,2024
RA-1545,"7,5","6,2","8,1","8,0","6,5",0,2024
RA-1127,"9,2","10,0","7,5","8,5","4,5",0,2024
RA-1129,"9,2","7,1","8,1","9,0","5,5",0,2024
RA-1546,"8,3","6,4","8,8","5,0","3,0",0,2024
RA-1130,"8,8","6,3","8,1","7,5","3,5",0,2024
RA-1168,"9,6","7,7","7,5","8,5","3,5",-1,2024
RA-613,"8,3","9,6","7,5","8,0","6,0",-1,2024
RA-433,"7,9","8,4","8,1","6,5","4,0",0,2024
RA-1547,"7,9","6,5","8,1","9,5","6,0",-1,2024
RA-1548,"8,3","5,2","7,5","9,0","4,5",0,2024
RA-304,"10,0","7,8","7,5","9,0","5,5",-3,2024
RA-1549,"9,6","7,4","7,5","5,5","3,0",-2,2024
RA-632,"7,9","9,0","6,9","0,0","6,0",0,2024
RA-633,"4,6","4,7","2,5","4,0","6,0",0,2024
RA-1137,"8,3","7,6","8,1","1,0","4,5",1,2024
RA-646,"10,0","9,3","7,5","9,0","4,5",-1,2024
RA-1550,"9,6","5,2","7,5","5,0","3,0",-1,2024
RA-1139,"8,3","6,2","7,5","5,0","3,0",1,2024
RA-444,"8,3","6,4","2,5","2,0","5,0",-1,2024
RA-445,"7,9","8,7","7,5","3,0","6,0",0,2024
RA-639,"7,9","5,3","2,5","1,0","4,5",0,2024
RA-1142,"8,3","9,1","7,5","10,0","8,0",0,2024
RA-1551,"9,6","4,8","7,5","1,0","5,5",-2,2024
RA-458,"8,8","3,7","6,9","3,0","4,0",-1,2024
RA-1552,"9,6","9,7","7,5","1,0","4,5",0,2024
RA-1170,"9,2","5,6","8,1","1,0","2,5",-2,2024
RA-642,"9,6","9,1","3,8","2,0","5,0",0,2024
RA-1553,"8,3","9,0","7,5","6,0","5,0",0,2024
RA-1554,"6,7","9,6","8,8","3,0",,-2,2024
RA-649,"8,8","6,0","8,8","5,5","4,0",0,2024
RA-1136,"8,8","4,5","8,1","1,0","2,0",-1,2024
RA-653,"8,8","9,5","8,8","6,5","4,5",0,2024
RA-456,"7,1","9,4","7,5","9,0","6,0",0,2024
RA-655,"7,5","10,0","8,8","8,0","4,0",0,2024
RA-656,"9,2","6,0","7,5","5,0","3,5",0,2024
RA-657,"8,8","9,6","6,9","8,0","4,5",0,2024
RA-1555,"8,3","10,0","6,3","9,0","0,0",0,2024
RA-461,"8,8","9,2","7,5","3,0","4,5",0,2024
RA-398,"7,1","5,7","7,5","8,5","7,5",0,2024
RA-586,"9,2","9,2","7,5","7,5","8,0",1,2024
RA-623,"8,3","7,4","6,9","3,5","2,5",-1,2024
RA-588,"9,2","9,8","7,5","8,5","8,0",1,2024
RA-626,"9,6","3,4","6,9","5,5","3,5",0,2024
RA-1556,"7,9","5,2","7,5","3,5",,0,2024
RA-455,"8,8","6,1","8,1","3,0","6,5",0,2024
RA-614,"9,6","9,7","7,5","8,0","4,5",-1,2024
RA-434,"7,1","5,1","7,5","5,5","5,5",0,2024
RA-603,"9,6","7,2","6,9","4,5","5,5",0,2024
RA-1133,"9,2","9,8","8,8","5,0","3,5",1,2024
RA-616,"7,5","3,1","6,9","3,0","3,5",0,2024
RA-1134,"8,8","8,9","7,5","6,0","5,5",0,2024
RA-1557,"9,6","8,9","7,5","6,0",,0,2024
RA-670,"9,6","9,4","7,5","9,0","7,0",1,2024
RA-620,"8,3","4,0","7,5","3,5","2,5",0,2024
RA-1149,"8,3","10,0","10,0","2,0","6,0",-1,2024
RA-1558,"9,2","8,7","8,8","5,0","5,5",-1,2024
RA-326,"9,2","9,0","6,3","10,0","9,0",1,2024
RA-339,"7,5","7,2","5,6","8,0","7,0",1,2024
RA-179,"9,2","9,4","9,4","7,0","8,0",1,2024
RA-1559,"7,9","5,3","6,9","8,0","0,0",-1,2024
RA-332,"9,6","7,6","9,4","7,0","7,0",1,2024
RA-1560,"9,2","9,2","5,6","6,0","8,5",1,2024
RA-1153,"8,8","9,7","5,6","8,0","8,5",-1,2024
RA-183,"7,9","9,2","6,3","5,0","7,5",0,2024
RA-199,"8,3","7,6","6,9","5,0","9,0",-1,2024
RA-1561,"9,6","9,2","5,0","8,5","8,5",-1,2024
RA-336,"7,5","5,5","6,3","6,0","6,5",0,2024
RA-347,"8,8","9,7","6,9","6,5","7,5",1,2024
RA-397,"7,9","7,9","5,6","5,0","4,5",-2,2024
RA-338,"9,2","7,4","7,5","5,0","8,0",0,2024
